operational_days
142.0
182.0
91.0
231.0
231.0
106.0
219.0
367.0
90.0
264.0
2.0
401.0
22.0
164.0
14.0
154.0
158.0
194.0
41.0
300.0
195.0
377.0
301.0
157.0
205.0
215.0
43.0
96.0
358.0
484.0
488.0
488.0
97.0
679.0
257.0
13.0
13.0
15.0
176.0
267.0
18.0
51.0
255.0
94.0
265.0
52.0
384.0
378.0
39.0
61.0
7.0
51.0
501.0
79.0
166.0
82.0
82.0
87.0
10.0
411.0
29.0
437.0
25.0
172.0
44.0
341.0
284.0
119.0
63.0
227.0
229.0
457.0
361.0
133.0
68.0
346.0
347.0
90.0
19.0
76.0
76.0
564.0
225.0
141.0
59.0
130.0
9.0
371.0
159.0
812.0
149.0
106.0
111.0
14.0
833.0
34.0
418.0
744.0
127.0
98.0
417.0
51.0
174.0
72.0
79.0
42.0
422.0
75.0
81.0
431.0
32.0
89.0
30.0
46.0
45.0
99.0
209.0
436.0
286.0
24.0
448.0
148.0
63.0
65.0
41.0
222.0
397.0
401.0
97.0
112.0
39.0
291.0
39.0
578.0
450.0
33.0
58.0
449.0
148.0
47.0
87.0
39.0
243.0
52.0
54.0
20.0
13.0
124.0
46.0
477.0
254.0
129.0
14.0
432.0
25.0
30.0
191.0
41.0
47.0
40.0
42.0
271.0
76.0
321.0
394.0
8.0
29.0
159.0
504.0
276.0
198.0
82.0
280.0
211.0
132.0
281.0
358.0
82.0
618.0
514.0
285.0
85.0
29.0
208.0
37.0
19.0
497.0
523.0
279.0
278.0
49.0
55.0
150.0
74.0
991.0
61.0
96.0
302.0
303.0
123.0
124.0
298.0
244.0
151.0
163.0
501.0
61.0
29.0
307.0
267.0
82.0
14.0
773.0
80.0
112.0
371.0
534.0
35.0
49.0
74.0
40.0
222.0
372.0
372.0
317.0
76.0
77.0
195.0
257.0
46.0
75.0
331.0
501.0
5.0
5.0
5.0
5.0
68.0
208.0
132.0
50.0
62.0
221.0
136.0
131.0
137.0
655.0
94.0
115.0
87.0
231.0
97.0
140.0
221.0
656.0
398.0
111.0
341.0
104.0
98.0
124.0
548.0
232.0
93.0
190.0
267.0
203.0
126.0
123.0
7.0
701.0
118.0
570.0
130.0
201.0
201.0
338.0
164.0
160.0
342.0
707.0
15.0
45.0
15.0
597.0
299.0
101.0
585.0
54.0
836.0
50.0
600.0
55.0
16.0
349.0
581.0
245.0
5.0
177.0
550.0
121.0
592.0
65.0
155.0
358.0
138.0
137.0
954.0
109.0
138.0
97.0
30.0
152.0
14.0
151.0
139.0
75.0
500.0
20.0
272.0
165.0
372.0
372.0
351.0
66.0
398.0
292.0
717.0
158.0
400.0
624.0
154.0
459.0
73.0
331.0
81.0
163.0
183.0
406.0
344.0
637.0
345.0
46.0
872.0
172.0
410.0
468.0
171.0
638.0
638.0
524.0
47.0
393.0
169.0
393.0
416.0
416.0
169.0
129.0
396.0
762.0
74.0
593.0
176.0
419.0
399.0
422.0
71.0
478.0
428.0
354.0
347.0
73.0
628.0
78.0
182.0
233.0
74.0
211.0
61.0
535.0
542.0
119.0
241.0
159.0
209.0
765.0
414.0
121.0
652.0
434.0
436.0
416.0
193.0
33.0
642.0
213.0
200.0
196.0
200.0
70.0
163.0
200.0
446.0
445.0
135.0
85.0
295.0
10.0
204.0
387.0
228.0
327.0
327.0
140.0
512.0
385.0
217.0
438.0
234.0
233.0
10.0
233.0
230.0
233.0
113.0
147.0
216.0
313.0
237.0
107.0
289.0
238.0
220.0
194.0
232.0
466.0
446.0
60.0
210.0
5.0
447.0
446.0
25.0
350.0
228.0
263.0
784.0
790.0
224.0
45.0
237.0
144.0
546.0
452.0
324.0
470.0
525.0
236.0
34.0
138.0
455.0
46.0
405.0
163.0
57.0
8.0
358.0
252.0
28.0
275.0
411.0
238.0
712.0
327.0
460.0
542.0
234.0
16.0
362.0
467.0
242.0
164.0
244.0
263.0
400.0
221.0
490.0
490.0
245.0
561.0
333.0
171.0
3.0
296.0
177.0
137.0
231.0
5.0
254.0
496.0
409.0
223.0
303.0
76.0
694.0
68.0
301.0
13.0
829.0
501.0
54.0
95.0
396.0
726.0
732.0
352.0
970.0
77.0
76.0
504.0
188.0
715.0
298.0
322.0
37.0
279.0
505.0
734.0
22.0
425.0
439.0
56.0
378.0
378.0
138.0
185.0
728.0
83.0
264.0
445.0
270.0
23.0
854.0
348.0
267.0
79.0
104.0
269.0
12.0
46.0
273.0
443.0
659.0
429.0
276.0
241.0
740.0
15.0
733.0
84.0
146.0
95.0
448.0
457.0
76.0
195.0
294.0
261.0
240.0
127.0
378.0
737.0
130.0
325.0
395.0
301.0
149.0
151.0
295.0
117.0
720.0
279.0
204.0
87.0
281.0
299.0
738.0
158.0
107.0
119.0
298.0
189.0
526.0
301.0
373.0
373.0
271.0
414.0
655.0
414.0
290.0
877.0
210.0
583.0
91.0
45.0
305.0
513.0
593.0
856.0
63.0
269.0
106.0
293.0
12.0
340.0
762.0
183.0
113.0
293.0
534.0
132.0
733.0
8.0
147.0
185.0
741.0
68.0
315.0
266.0
112.0
318.0
22.0
22.0
320.0
426.0
114.0
525.0
297.0
105.0
547.0
543.0
278.0
290.0
531.0
527.0
145.0
550.0
281.0
145.0
159.0
324.0
333.0
532.0
325.0
30.0
488.0
271.0
315.0
315.0
493.0
326.0
357.0
105.0
352.0
150.0
351.0
408.0
314.0
314.0
439.0
307.0
162.0
165.0
356.0
116.0
560.0
139.0
333.0
355.0
620.0
331.0
400.0
314.0
629.0
205.0
491.0
877.0
119.0
368.0
456.0
540.0
647.0
364.0
73.0
140.0
494.0
319.0
650.0
173.0
279.0
328.0
130.0
134.0
371.0
329.0
371.0
165.0
49.0
68.0
145.0
47.0
467.0
55.0
332.0
58.0
143.0
225.0
335.0
247.0
295.0
576.0
580.0
580.0
581.0
130.0
20.0
811.0
811.0
376.0
154.0
286.0
340.0
512.0
215.0
156.0
322.0
119.0
458.0
44.0
259.0
341.0
16.0
438.0
122.0
219.0
228.0
589.0
51.0
317.0
947.0
101.0
371.0
324.0
62.0
35.0
167.0
163.0
639.0
819.0
276.0
350.0
91.0
11.0
92.0
699.0
169.0
363.0
392.0
917.0
243.0
243.0
378.0
172.0
599.0
280.0
370.0
287.0
373.0
496.0
179.0
511.0
133.0
958.0
18.0
377.0
410.0
65.0
563.0
62.0
117.0
279.0
252.0
821.0
182.0
92.0
382.0
382.0
669.0
173.0
48.0
439.0
609.0
454.0
99.0
282.0
338.0
44.0
108.0
242.0
696.0
218.0
418.0
835.0
589.0
29.0
256.0
370.0
180.0
81.0
174.0
412.0
192.0
126.0
422.0
613.0
184.0
184.0
593.0
7.0
615.0
387.0
390.0
34.0
596.0
174.0
113.0
391.0
390.0
175.0
379.0
548.0
400.0
272.0
401.0
516.0
666.0
800.0
1193.0
467.0
199.0
328.0
136.0
99.0
430.0
579.0
150.0
839.0
33.0
331.0
823.0
304.0
385.0
190.0
628.0
567.0
948.0
38.0
40.0
438.0
93.0
97.0
206.0
856.0
851.0
393.0
389.0
634.0
96.0
116.0
630.0
262.0
565.0
148.0
395.0
103.0
45.0
45.0
98.0
409.0
432.0
99.0
286.0
281.0
402.0
443.0
373.0
518.0
342.0
531.0
98.0
49.0
77.0
194.0
517.0
115.0
832.0
50.0
363.0
49.0
52.0
268.0
618.0
413.0
137.0
99.0
1107.0
69.0
402.0
413.0
398.0
235.0
113.0
138.0
641.0
678.0
873.0
41.0
643.0
418.0
644.0
701.0
290.0
449.0
157.0
30.0
331.0
442.0
57.0
182.0
650.0
545.0
403.0
536.0
175.0
127.0
65.0
429.0
77.0
58.0
971.0
127.0
301.0
865.0
122.0
408.0
164.0
651.0
631.0
711.0
524.0
149.0
427.0
799.0
129.0
227.0
71.0
427.0
427.0
262.0
32.0
585.0
887.0
72.0
226.0
431.0
430.0
411.0
451.0
187.0
383.0
432.0
82.0
67.0
460.0
130.0
304.0
419.0
99.0
34.0
133.0
240.0
1004.0
285.0
219.0
510.0
119.0
510.0
661.0
422.0
147.0
431.0
134.0
557.0
418.0
423.0
663.0
158.0
156.0
156.0
438.0
73.0
440.0
1132.0
351.0
661.0
235.0
76.0
76.0
86.0
231.0
523.0
162.0
166.0
741.0
461.0
507.0
272.0
167.0
647.0
238.0
608.0
792.0
79.0
86.0
301.0
30.0
426.0
438.0
246.0
442.0
81.0
398.0
184.0
280.0
516.0
514.0
448.0
324.0
411.0
74.0
60.0
818.0
471.0
474.0
391.0
204.0
486.0
677.0
61.0
146.0
152.0
592.0
205.0
113.0
82.0
519.0
246.0
384.0
657.0
449.0
237.0
741.0
842.0
349.0
143.0
475.0
249.0
48.0
477.0
439.0
409.0
477.0
194.0
157.0
460.0
438.0
198.0
104.0
57.0
248.0
160.0
451.0
416.0
158.0
276.0
173.0
418.0
410.0
417.0
100.0
619.0
100.0
663.0
417.0
417.0
427.0
41.0
567.0
452.0
255.0
536.0
696.0
176.0
292.0
429.0
218.0
218.0
96.0
105.0
900.0
667.0
666.0
454.0
491.0
464.0
238.0
442.0
464.0
189.0
621.0
49.0
433.0
536.0
342.0
261.0
494.0
190.0
44.0
116.0
499.0
261.0
161.0
692.0
447.0
343.0
112.0
452.0
164.0
624.0
433.0
311.0
463.0
751.0
751.0
695.0
121.0
451.0
606.0
274.0
457.0
874.0
180.0
452.0
426.0
928.0
194.0
452.0
700.0
193.0
495.0
190.0
185.0
105.0
67.0
680.0
77.0
234.0
468.0
481.0
576.0
456.0
275.0
117.0
460.0
234.0
167.0
899.0
201.0
115.0
216.0
791.0
869.0
387.0
481.0
610.0
479.0
169.0
588.0
442.0
171.0
393.0
111.0
119.0
1026.0
134.0
1357.0
147.0
773.0
225.0
469.0
593.0
984.0
483.0
1056.0
690.0
486.0
122.0
925.0
206.0
1362.0
468.0
720.0
511.0
519.0
760.0
