industry,make_a,make_b,mean_a,mean_b,lift_%,p_value,is_significant
INDUSTRY_7,MAKE_7,MAKE_6,368.2204724409449,284.4318181818182,29.458256391542747,0.035750581807460144,True
INDUSTRY_7,MAKE_3,MAKE_2,440.0263157894737,292.64285714285717,50.362909959790855,0.04263354776514233,True
INDUSTRY_7,MAKE_9,MAKE_12,457.0,325.6,40.35626535626535,0.04659706992628695,True
INDUSTRY_7,MAKE_7,MAKE_9,368.2204724409449,457.0,-19.42659246368821,0.08089741455849676,False
INDUSTRY_7,MAKE_3,MAKE_12,440.0263157894737,325.6,35.14321738005948,0.08213422483971455,False
INDUSTRY_7,MAKE_1,MAKE_5,466.83870967741933,494.33720930232556,-5.5627007450472465,0.09450886850432977,False
INDUSTRY_7,MAKE_7,MAKE_3,368.2204724409449,440.0263157894737,-16.318533863070957,0.1592615861284828,False
INDUSTRY_7,MAKE_7,MAKE_2,368.2204724409449,292.64285714285717,25.825887580503494,0.19622546968680554,False
INDUSTRY_7,MAKE_5,MAKE_3,494.33720930232556,440.0263157894737,12.342646692711984,0.2701950817635381,False
INDUSTRY_7,MAKE_7,MAKE_12,368.2204724409449,325.6,13.089825688250878,0.39194137464421486,False
INDUSTRY_7,MAKE_5,MAKE_9,494.33720930232556,457.0,8.17006768103404,0.4425690306245337,False
INDUSTRY_7,MAKE_6,MAKE_12,284.4318181818182,325.6,-12.64379048469958,0.46504437651902286,False
INDUSTRY_7,MAKE_1,MAKE_3,466.83870967741933,440.0263157894737,6.093361448130698,0.5679824913296334,False
INDUSTRY_7,MAKE_2,MAKE_12,292.64285714285717,325.6,-10.12197262197262,0.6348298948218631,False
INDUSTRY_7,MAKE_4,MAKE_9,435.7253787878788,457.0,-4.655278164577941,0.656687280827517,False
INDUSTRY_7,MAKE_3,MAKE_9,440.0263157894737,457.0,-3.714154094207068,0.7945908343294076,False
INDUSTRY_7,MAKE_1,MAKE_9,466.83870967741933,457.0,2.1528905202230484,0.8320085633607217,False
INDUSTRY_7,MAKE_6,MAKE_2,284.4318181818182,292.64285714285717,-2.8058224421417064,0.8964746738659595,False
INDUSTRY_7,MAKE_4,MAKE_3,435.7253787878788,440.0263157894737,-0.977427223614651,0.929015839144611,False
INDUSTRY_9,MAKE_1,MAKE_4,636.5769230769231,417.06666666666666,52.631934880975805,0.09756025505790124,False
